fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1362,car,0.95,33,602,295,1012,537,MATRICULA,0.2721181798444974,658,462,750,485,T
1362,person,0.75,35,583,268,631,416,MATRICULA,None,None,None,None,None,None
1362,person,0.71,31,504,292,553,421,MATRICULA,None,None,None,None,None,None
1362,car,0.76,36,1106,300,1187,369,MATRICULA,None,None,None,None,None,None
1363,car,0.54,32,1274,318,1322,352,MATRICULA,None,None,None,None,None,None
1363,car,0.94,33,571,295,1005,544,MATRICULA,0.08263784317341649,628,468,724,492,2
1363,person,0.69,35,585,269,632,404,MATRICULA,None,None,None,None,None,None
1363,person,0.7,31,506,292,554,421,MATRICULA,None,None,None,None,None,None
1363,car,0.73,36,1103,300,1188,371,MATRICULA,None,None,None,None,None,None
1364,car,0.53,32,1274,318,1319,351,MATRICULA,None,None,None,None,None,None
1364,car,0.93,33,537,293,995,557,MATRICULA,0.21758053363648444,593,475,695,500,1A
1364,person,0.59,35,588,272,634,390,MATRICULA,None,None,None,None,None,None
1364,person,0.69,31,507,291,556,420,MATRICULA,None,None,None,None,None,None
1364,car,0.77,36,1102,300,1187,373,MATRICULA,None,None,None,None,None,None
1365,car,0.55,32,1273,318,1318,351,MATRICULA,None,None,None,None,None,None
1365,car,0.92,33,500,292,983,566,MATRICULA,0.25746217583106557,558,484,661,510,E
1365,person,0.53,35,585,274,633,372,MATRICULA,None,None,None,None,None,None
1365,person,0.63,31,508,289,557,411,MATRICULA,None,None,None,None,None,None
1365,car,0.76,36,1099,299,1188,375,MATRICULA,0.0850622241572161,1186,325,1188,327,1
1366,car,0.52,32,1273,318,1316,351,MATRICULA,None,None,None,None,None,None
1366,car,0.93,33,459,291,972,580,MATRICULA,0.5841692329800594,515,491,627,520,1
1366,person,0.13,35,584,274,637,355,MATRICULA,None,None,None,None,None,None
1366,person,0.16,31,510,294,557,398,MATRICULA,None,None,None,None,None,None
1366,car,0.73,36,1098,299,1187,375,MATRICULA,0.09106401871175596,1185,325,1187,327,1
1367,car,0.5,32,1272,319,1314,351,MATRICULA,None,None,None,None,None,None
1367,car,0.95,33,414,290,960,594,MATRICULA,0.09297220065179435,471,502,586,532,5
1367,car,0.72,36,1097,299,1187,376,MATRICULA,None,None,None,None,None,None
1368,car,0.52,32,1270,319,1314,351,MATRICULA,None,None,None,None,None,None
1368,car,0.94,33,364,288,946,608,MATRICULA,None,None,None,None,None,None
1368,car,0.72,36,1096,298,1186,376,MATRICULA,None,None,None,None,None,None
1369,car,0.56,32,1269,319,1313,349,MATRICULA,None,None,None,None,None,None
1369,car,0.95,33,308,288,932,625,MATRICULA,0.03393607214093208,361,524,490,556,2234
1369,car,0.71,36,1094,297,1185,378,MATRICULA,None,None,None,None,None,None
1370,car,0.58,32,1268,319,1312,350,MATRICULA,None,None,None,None,None,None
1370,car,0.93,33,246,285,918,644,MATRICULA,0.02401564030641693,295,537,436,576,I2
1370,car,0.77,36,1091,298,1184,380,MATRICULA,0.08188832574547078,1182,326,1184,328,1
1371,car,0.53,32,1268,319,1311,350,MATRICULA,None,None,None,None,None,None
1371,car,0.93,33,176,282,904,662,MATRICULA,0.07491340248979728,224,556,366,591,122
1371,car,0.81,36,1087,299,1183,381,MATRICULA,None,None,None,None,None,None
1372,car,0.5,32,1266,319,1310,350,MATRICULA,None,None,None,None,None,None
1372,car,0.93,33,96,279,885,686,MATRICULA,0.13568617175448386,140,575,293,609,E2
1372,car,0.82,36,1085,299,1182,382,MATRICULA,None,None,None,None,None,None
1373,car,0.46,32,1267,320,1309,348,MATRICULA,None,None,None,None,None,None
1373,car,0.93,33,23,277,868,714,MATRICULA,None,None,None,None,None,None
1373,car,0.86,36,1082,299,1181,383,MATRICULA,None,None,None,None,None,None
1374,car,0.48,32,1267,320,1308,348,MATRICULA,None,None,None,None,None,None
1374,car,0.94,33,0,275,849,747,MATRICULA,None,None,None,None,None,None
1374,car,0.87,36,1079,299,1181,384,MATRICULA,None,None,None,None,None,None
1375,car,0.5,32,1266,319,1307,347,MATRICULA,None,None,None,None,None,None
1375,car,0.95,33,0,275,827,787,MATRICULA,None,None,None,None,None,None
1375,car,0.85,36,1074,300,1181,385,MATRICULA,None,None,None,None,None,None
1376,car,0.51,32,1264,319,1305,346,MATRICULA,None,None,None,None,None,None
1376,car,0.95,33,0,273,805,837,MATRICULA,None,None,None,None,None,None
1376,car,0.85,36,1071,299,1180,386,MATRICULA,None,None,None,None,None,None
1377,car,0.48,32,1262,319,1303,345,MATRICULA,None,None,None,None,None,None
1377,car,0.95,33,0,269,778,895,MATRICULA,None,None,None,None,None,None
1377,car,0.82,36,1069,299,1179,387,MATRICULA,0.10977186789773441,1102,365,1132,369,1
1378,car,0.49,32,1262,319,1303,345,MATRICULA,None,None,None,None,None,None
1378,car,0.96,33,0,267,748,954,MATRICULA,None,None,None,None,None,None
1378,car,0.83,36,1067,299,1179,388,MATRICULA,None,None,None,None,None,None
1378,car,0.64,37,1179,309,1233,355,MATRICULA,None,None,None,None,None,None
1379,car,0.53,32,1262,318,1303,346,MATRICULA,None,None,None,None,None,None
1379,car,0.97,33,0,263,715,1013,MATRICULA,None,None,None,None,None,None
1379,car,0.79,36,1064,299,1178,389,MATRICULA,0.09405678642284787,1096,366,1127,370,1
1379,car,0.65,37,1178,310,1233,355,MATRICULA,None,None,None,None,None,None
1380,car,0.52,32,1260,319,1302,347,MATRICULA,None,None,None,None,None,None
1380,car,0.96,33,0,260,680,975,MATRICULA,None,None,None,None,None,None
1380,car,0.78,36,1061,299,1177,390,MATRICULA,None,None,None,None,None,None
1380,car,0.62,37,1177,311,1234,356,MATRICULA,None,None,None,None,None,None
1381,car,0.54,32,1259,319,1302,346,MATRICULA,None,None,None,None,None,None
1381,car,0.96,33,0,255,639,953,MATRICULA,None,None,None,None,None,None
1381,car,0.81,36,1057,298,1176,392,MATRICULA,0.10526504747656507,1091,368,1122,372,1
1381,car,0.66,37,1178,313,1234,355,MATRICULA,None,None,None,None,None,None
1381,person,0.72,38,613,271,667,419,MATRICULA,None,None,None,None,None,None
1382,car,0.56,32,1259,318,1302,346,MATRICULA,None,None,None,None,None,None
1382,car,0.96,33,0,253,591,944,MATRICULA,None,None,None,None,None,None
1382,car,0.87,36,1054,297,1173,393,MATRICULA,None,None,None,None,None,None
1382,car,0.68,37,1177,314,1234,355,MATRICULA,None,None,None,None,None,None
1382,person,0.78,38,616,272,667,422,MATRICULA,None,None,None,None,None,None
1382,person,0.73,31,544,291,590,414,MATRICULA,None,None,None,None,None,None
1383,car,0.55,32,1259,318,1303,346,MATRICULA,None,None,None,None,None,None
1383,car,0.95,33,0,257,538,938,MATRICULA,None,None,None,None,None,None
1383,car,0.84,36,1052,296,1172,394,MATRICULA,None,None,None,None,None,None
1383,car,0.7,37,1175,312,1235,357,MATRICULA,None,None,None,None,None,None
1383,person,0.8,38,619,272,667,423,MATRICULA,None,None,None,None,None,None
1383,person,0.73,31,546,290,591,416,MATRICULA,None,None,None,None,None,None
1384,car,0.49,32,1258,318,1302,346,MATRICULA,None,None,None,None,None,None
1384,car,0.93,33,0,271,474,936,MATRICULA,None,None,None,None,None,None
1384,car,0.86,36,1047,295,1170,395,MATRICULA,None,None,None,None,None,None
1384,car,0.7,37,1174,311,1237,358,MATRICULA,None,None,None,None,None,None
1384,person,0.77,38,620,272,668,420,MATRICULA,None,None,None,None,None,None
1384,person,0.73,31,547,288,592,417,MATRICULA,None,None,None,None,None,None
1385,car,0.49,32,1257,318,1302,346,MATRICULA,None,None,None,None,None,None
1385,car,0.94,33,0,295,400,942,MATRICULA,None,None,None,None,None,None
1385,car,0.82,36,1043,295,1170,397,MATRICULA,None,None,None,None,None,None
1385,car,0.69,37,1173,311,1238,359,MATRICULA,None,None,None,None,None,None
1385,person,0.75,38,621,275,668,418,MATRICULA,None,None,None,None,None,None
1385,person,0.71,31,548,289,596,417,MATRICULA,None,None,None,None,None,None
1386,car,0.43,32,1255,318,1301,346,MATRICULA,None,None,None,None,None,None
1386,car,0.9,33,0,344,311,997,MATRICULA,None,None,None,None,None,None
1386,car,0.82,36,1040,295,1168,397,MATRICULA,None,None,None,None,None,None
1386,car,0.72,37,1173,311,1240,360,MATRICULA,None,None,None,None,None,None
1386,person,0.77,38,623,277,670,419,MATRICULA,None,None,None,None,None,None
1386,person,0.71,31,550,290,599,417,MATRICULA,None,None,None,None,None,None
1387,car,0.45,32,1256,318,1301,346,MATRICULA,None,None,None,None,None,None
1387,car,0.86,33,0,402,203,988,MATRICULA,None,None,None,None,None,None
1387,car,0.84,36,1036,294,1166,399,MATRICULA,None,None,None,None,None,None
1387,car,0.74,37,1173,310,1241,361,MATRICULA,None,None,None,None,None,None
1387,person,0.76,38,625,279,671,420,MATRICULA,None,None,None,None,None,None
1387,person,0.74,31,553,293,601,417,MATRICULA,None,None,None,None,None,None
1388,car,0.46,32,1255,318,1301,346,MATRICULA,None,None,None,None,None,None
1388,car,0.85,36,1032,294,1165,401,MATRICULA,0.13364711846544086,1068,373,1102,379,5
1388,car,0.76,37,1173,310,1241,361,MATRICULA,None,None,None,None,None,None
1388,person,0.7,38,626,275,674,420,MATRICULA,None,None,None,None,None,None
1388,person,0.71,31,556,294,602,416,MATRICULA,None,None,None,None,None,None
1389,car,0.41,32,1254,318,1301,346,MATRICULA,None,None,None,None,None,None
1389,car,0.81,36,1027,294,1164,403,MATRICULA,0.05583577763327903,1064,375,1099,381,HG
1389,car,0.8,37,1173,310,1242,362,MATRICULA,None,None,None,None,None,None
1389,person,0.64,38,627,274,676,420,MATRICULA,None,None,None,None,None,None
1389,person,0.69,31,558,297,603,413,MATRICULA,None,None,None,None,None,None
1389,car,0.6,39,1297,318,1344,349,MATRICULA,0.0596304990558425,1332,318,1343,321,8
1390,car,0.42,32,1250,319,1298,346,MATRICULA,None,None,None,None,None,None
1390,car,0.8,36,1022,294,1163,405,MATRICULA,None,None,None,None,None,None
1390,car,0.79,37,1173,310,1243,362,MATRICULA,None,None,None,None,None,None
1390,person,0.75,38,628,273,679,420,MATRICULA,None,None,None,None,None,None
1390,person,0.71,31,561,299,605,412,MATRICULA,None,None,None,None,None,None
1390,car,0.61,39,1296,318,1344,349,MATRICULA,None,None,None,None,None,None
1391,car,0.46,32,1248,319,1298,346,MATRICULA,None,None,None,None,None,None
1391,car,0.84,36,1018,294,1160,407,MATRICULA,None,None,None,None,None,None
1391,car,0.79,37,1174,310,1245,363,MATRICULA,None,None,None,None,None,None
1391,person,0.78,38,630,274,683,420,MATRICULA,None,None,None,None,None,None
1391,person,0.75,31,563,298,608,415,MATRICULA,None,None,None,None,None,None
1391,car,0.62,39,1295,318,1344,349,MATRICULA,None,None,None,None,None,None
1392,car,0.47,32,1248,319,1297,346,MATRICULA,None,None,None,None,None,None
1392,car,0.85,36,1013,293,1157,408,MATRICULA,0.14068507286705245,1051,378,1089,385,ENC
1392,car,0.8,37,1174,310,1245,364,MATRICULA,None,None,None,None,None,None
1392,person,0.79,38,632,276,684,420,MATRICULA,None,None,None,None,None,None
1392,person,0.66,31,564,297,607,415,MATRICULA,None,None,None,None,None,None
1392,car,0.64,39,1294,318,1344,348,MATRICULA,0.47705701368437303,1294,318,1300,329,1
1393,car,0.42,32,1252,319,1297,345,MATRICULA,None,None,None,None,None,None
1393,car,0.85,36,1008,292,1156,409,MATRICULA,0.08948248998610263,1047,380,1086,387,DE
1393,car,0.85,37,1174,311,1247,365,MATRICULA,None,None,None,None,None,None
1393,person,0.8,38,634,278,686,420,MATRICULA,None,None,None,None,None,None
1393,person,0.71,31,568,293,612,414,MATRICULA,None,None,None,None,None,None
1393,car,0.61,39,1294,318,1344,349,MATRICULA,None,None,None,None,None,None
1393,car,0.76,40,1845,408,1919,551,MATRICULA,None,None,None,None,None,None
1394,car,0.42,32,1251,318,1296,344,MATRICULA,None,None,None,None,None,None
1394,car,0.89,36,1001,292,1153,411,MATRICULA,0.011435305477088717,1042,381,1082,388,0214E
1394,car,0.8,37,1174,311,1247,366,MATRICULA,None,None,None,None,None,None
1394,person,0.76,38,637,280,686,419,MATRICULA,None,None,None,None,None,None
1394,person,0.53,31,570,298,616,413,MATRICULA,None,None,None,None,None,None
1394,car,0.62,39,1294,318,1343,349,MATRICULA,None,None,None,None,None,None
1394,car,0.79,40,1827,396,1919,544,MATRICULA,None,None,None,None,None,None
1395,car,0.46,32,1249,318,1296,346,MATRICULA,None,None,None,None,None,None
1395,car,0.84,36,995,291,1150,412,MATRICULA,0.13684505117686285,1038,381,1077,388,I
1395,car,0.78,37,1174,310,1248,367,MATRICULA,None,None,None,None,None,None
1395,person,0.75,38,637,277,686,419,MATRICULA,None,None,None,None,None,None
1395,person,0.51,31,570,299,616,414,MATRICULA,None,None,None,None,None,None
1395,car,0.63,39,1293,318,1343,349,MATRICULA,0.5992964315244222,1293,318,1299,329,1
1395,car,0.82,40,1806,380,1919,538,MATRICULA,None,None,None,None,None,None
1396,car,0.52,32,1249,318,1293,346,MATRICULA,None,None,None,None,None,None
1396,car,0.86,36,990,291,1149,414,MATRICULA,0.08145491550753195,1032,382,1072,390,AG
1396,car,0.78,37,1174,311,1250,367,MATRICULA,None,None,None,None,None,None
1396,person,0.75,38,640,277,686,418,MATRICULA,None,None,None,None,None,None
1396,person,0.51,31,569,301,614,414,MATRICULA,None,None,None,None,None,None
1396,car,0.62,39,1293,318,1343,348,MATRICULA,0.1848654329006374,1327,318,1340,320,2
1396,car,0.88,40,1787,368,1919,534,MATRICULA,None,None,None,None,None,None
1397,car,0.52,32,1249,318,1292,348,MATRICULA,None,None,None,None,None,None
1397,car,0.88,36,984,290,1147,417,MATRICULA,0.0556904599070549,1027,384,1068,392,DELG
1397,car,0.78,37,1175,312,1251,368,MATRICULA,None,None,None,None,None,None
1397,person,0.73,38,642,277,688,416,MATRICULA,None,None,None,None,None,None
1397,person,0.59,31,571,296,620,414,MATRICULA,None,None,None,None,None,None
1397,car,0.64,39,1293,318,1343,348,MATRICULA,0.08794697888109582,1327,318,1340,320,2
1397,car,0.88,40,1768,353,1919,531,MATRICULA,None,None,None,None,None,None
1398,car,0.49,32,1249,318,1291,348,MATRICULA,None,None,None,None,None,None
1398,car,0.89,36,977,290,1145,419,MATRICULA,0.02171377397823369,1020,384,1063,393,ATG
1398,car,0.78,37,1176,311,1252,369,MATRICULA,0.4205398364067605,1246,335,1251,351,1
1398,person,0.77,38,642,277,690,417,MATRICULA,None,None,None,None,None,None
1398,person,0.6,31,575,293,625,414,MATRICULA,None,None,None,None,None,None
1398,car,0.63,39,1293,318,1343,348,MATRICULA,0.11174360597721034,1327,318,1340,320,2
1398,car,0.88,40,1749,344,1919,526,MATRICULA,None,None,None,None,None,None
1399,car,0.47,32,1250,319,1290,348,MATRICULA,None,None,None,None,None,None
1399,car,0.91,36,971,289,1144,421,MATRICULA,0.058881258158813114,1014,386,1059,394,ANC
1399,car,0.78,37,1176,310,1253,369,MATRICULA,None,None,None,None,None,None
1399,person,0.78,38,642,276,692,418,MATRICULA,None,None,None,None,None,None
1399,person,0.72,31,580,292,627,414,MATRICULA,None,None,None,None,None,None
1399,car,0.64,39,1291,318,1343,348,MATRICULA,None,None,None,None,None,None
1399,car,0.89,40,1731,342,1919,525,MATRICULA,None,None,None,None,None,None
1400,car,0.53,32,1250,319,1290,349,MATRICULA,None,None,None,None,None,None
1400,car,0.9,36,964,289,1141,423,MATRICULA,0.04492908211210942,1008,387,1053,396,AE
1400,car,0.77,37,1177,310,1255,370,MATRICULA,0.15563282658427458,1247,338,1254,352,1
1400,person,0.74,38,645,275,692,418,MATRICULA,None,None,None,None,None,None
1400,person,0.62,31,583,293,627,413,MATRICULA,None,None,None,None,None,None
1400,car,0.64,39,1291,318,1344,349,MATRICULA,None,None,None,None,None,None
1400,car,0.86,40,1715,340,1919,538,MATRICULA,None,None,None,None,None,None
1401,car,0.51,32,1250,320,1290,349,MATRICULA,None,None,None,None,None,None
1401,car,0.9,36,957,289,1139,425,MATRICULA,0.05566814914345741,1002,388,1047,398,JCOT
1401,car,0.8,37,1177,309,1255,371,MATRICULA,0.3687278478641396,1247,337,1254,352,1
1401,person,0.76,38,647,272,693,418,MATRICULA,None,None,None,None,None,None
1401,person,0.73,31,586,292,628,413,MATRICULA,None,None,None,None,None,None
1401,car,0.64,39,1290,318,1344,349,MATRICULA,None,None,None,None,None,None
1401,car,0.89,40,1698,338,1919,544,MATRICULA,None,None,None,None,None,None
1402,car,0.45,32,1250,320,1290,349,MATRICULA,None,None,None,None,None,None
1402,car,0.88,36,949,288,1137,427,MATRICULA,0.1639785217192883,995,390,1042,400,EST
1402,car,0.78,37,1177,309,1255,371,MATRICULA,None,None,None,None,None,None
1402,person,0.76,38,649,274,694,419,MATRICULA,None,None,None,None,None,None
1402,person,0.81,31,589,290,631,414,MATRICULA,None,None,None,None,None,None
1402,car,0.63,39,1290,319,1344,348,MATRICULA,0.14699633175468652,1328,319,1341,322,1
1402,car,0.9,40,1684,335,1919,546,MATRICULA,None,None,None,None,None,None
1403,car,0.5,32,1249,320,1289,351,MATRICULA,None,None,None,None,None,None
1403,car,0.84,36,942,287,1135,429,MATRICULA,0.0398928651545677,988,392,1036,402,BS732T
1403,car,0.75,37,1177,309,1256,371,MATRICULA,0.1132386007653432,1245,316,1255,327,0
1403,person,0.74,38,650,275,695,418,MATRICULA,None,None,None,None,None,None
1403,person,0.79,31,592,289,634,414,MATRICULA,None,None,None,None,None,None
1403,car,0.64,39,1290,319,1344,349,MATRICULA,None,None,None,None,None,None
1403,car,0.89,40,1670,334,1919,541,MATRICULA,None,None,None,None,None,None
1404,car,0.53,32,1249,320,1289,351,MATRICULA,None,None,None,None,None,None
1404,car,0.79,36,934,286,1132,433,MATRICULA,0.24003230777486165,980,394,1029,404,867237
1404,car,0.76,37,1177,308,1257,372,MATRICULA,0.05472485846348718,1246,316,1256,324,1
1404,person,0.74,38,652,275,696,417,MATRICULA,None,None,None,None,None,None
1404,person,0.75,31,595,289,638,414,MATRICULA,None,None,None,None,None,None
1404,car,0.63,39,1290,320,1344,349,MATRICULA,None,None,None,None,None,None
1404,car,0.91,40,1657,333,1919,537,MATRICULA,None,None,None,None,None,None
1405,car,0.44,32,1250,320,1289,352,MATRICULA,None,None,None,None,None,None
1405,car,0.87,36,926,285,1131,435,MATRICULA,0.13795626803551342,972,397,1022,407,ESG
1405,car,0.77,37,1177,307,1257,373,MATRICULA,0.536689184947253,1247,316,1256,327,0
1405,person,0.73,38,654,277,696,417,MATRICULA,None,None,None,None,None,None
1405,person,0.76,31,596,287,642,412,MATRICULA,None,None,None,None,None,None
1405,car,0.63,39,1290,319,1345,349,MATRICULA,None,None,None,None,None,None
1405,car,0.92,40,1644,332,1919,532,MATRICULA,None,None,None,None,None,None
1406,car,0.4,32,1250,320,1288,354,MATRICULA,None,None,None,None,None,None
1406,car,0.89,36,917,285,1128,439,MATRICULA,0.10787823899782739,963,399,1014,410,UEESTC
1406,car,0.74,37,1177,306,1259,374,MATRICULA,None,None,None,None,None,None
1406,person,0.75,38,655,274,697,417,MATRICULA,None,None,None,None,None,None
1406,person,0.78,31,598,287,645,410,MATRICULA,None,None,None,None,None,None
1406,car,0.64,39,1290,319,1345,349,MATRICULA,None,None,None,None,None,None
1406,car,0.92,40,1633,332,1919,528,MATRICULA,None,None,None,None,None,None
1407,car,0.44,32,1251,318,1288,352,MATRICULA,None,None,None,None,None,None
1407,car,0.87,36,906,284,1123,442,MATRICULA,0.06373928238404596,955,401,1008,413,GEESTT
1407,car,0.77,37,1177,305,1260,375,MATRICULA,None,None,None,None,None,None
1407,person,0.75,38,656,274,697,416,MATRICULA,None,None,None,None,None,None
1407,person,0.81,31,598,285,648,411,MATRICULA,None,None,None,None,None,None
1407,car,0.65,39,1290,319,1345,348,MATRICULA,0.11918581970729836,1330,319,1342,321,1
1407,car,0.92,40,1622,330,1920,526,MATRICULA,0.05197775611741613,1882,462,1919,478,42
1408,car,0.39,32,1253,317,1289,351,MATRICULA,None,None,None,None,None,None
1408,car,0.84,36,896,284,1119,445,MATRICULA,0.058838078286608815,946,403,999,415,86J23T
